unix,low,high,open,close,volume,date,vol_fiat
1610668800,130.29,155.3,152.38,140.65,691112.5741667,2021-01-15,97204983.55654636
1610582400,143.4,156.87,147.55,152.38,743175.0059382,2021-01-14,113245007.40486293
1610496000,125.7,148.5,133.36,147.51,868082.62399309,2021-01-13,128050867.8652207
1610409600,128.0,146.88,139.35,133.39,1151437.30124188,2021-01-12,153590221.61265436
1610323200,111.04,170.72,170.22,139.43,2538624.92406998,2021-01-11,353960473.16307735
1610236800,160.62,186.34,177.9,170.21,1050079.22012166,2021-01-10,178733984.05690777
1610150400,163.58,179.42,172.46,177.87,719159.33210206,2021-01-09,127916870.4009934
1610064000,150.2,181.55,169.75,172.46,1248036.47869796,2021-01-08,215236371.1162502
1609977600,162.0,181.25,169.45,169.75,1139850.35207682,2021-01-07,193489597.26504022
1609891200,155.37,169.9,159.01,169.41,861475.91623074,2021-01-06,145942634.96864966
1609804800,146.62,163.36,155.48,159.03,864792.96091525,2021-01-05,137528024.5743522
1609718400,140.0,174.5,161.44,155.43,1288609.45497657,2021-01-04,200288567.5870083
1609632000,135.5,164.98,137.1,161.52,1359302.40338031,2021-01-03,219554524.19398767
1609545600,123.8,142.21,126.53,137.13,999028.21705459,2021-01-02,136996739.40469593
1609459200,123.19,134.22,124.42,126.53,495005.89206941,2021-01-01,62633095.52354245
1609372800,122.0,130.35,130.09,124.41,402189.42314972,2020-12-31,50036386.134056665
1609286400,122.6,132.89,128.7,130.11,527659.71781772,2020-12-30,68653805.88526356
1609200000,120.0,130.67,129.67,128.69,543578.98588219,2020-12-29,69953179.69317904
1609113600,126.21,136.99,127.67,129.69,742365.72495903,2020-12-28,96277410.8699366
1609027200,121.55,139.3,129.56,127.6,1327306.27355629,2020-12-27,169364280.5057826
1608940800,124.84,135.0,127.8,129.56,1122808.59363966,2020-12-26,145471081.39195433
1608854400,108.24,128.54,111.17,127.67,1078936.9451263,2020-12-25,137747879.78427473
1608768000,98.68,112.3,102.46,111.2,800710.15980679,2020-12-24,89038969.77051504
1608681600,95.28,117.32,114.28,102.35,1187433.79695259,2020-12-23,121533849.11809759
1608595200,98.31,114.6,104.49,114.31,833259.5140067,2020-12-22,95249895.04610588
1608508800,100.65,118.87,114.65,104.44,888466.20235959,2020-12-21,92791410.17443557
1608422400,109.85,123.19,120.04,114.65,911240.9222399,2020-12-20,104473771.73480454
1608336000,105.5,124.4,109.45,120.02,917654.30896522,2020-12-19,110136870.16200571
1608249600,99.28,112.92,101.06,109.46,872586.22468513,2020-12-18,95513288.15403432
1608163200,90.44,110.0,92.94,101.17,1347541.85407388,2020-12-17,136330809.37665445
1608076800,78.43,93.3,81.4,93.02,783108.77912154,2020-12-16,72844778.63388565
1607990400,80.38,85.0,82.4,81.4,319582.79295973,2020-12-15,26014039.346922025
1607904000,79.15,82.99,82.2,82.4,246471.88409561,2020-12-14,20309283.249478266
1607817600,75.63,84.34,76.67,82.2,307459.52338213,2020-12-13,25273172.822011087
1607731200,72.02,77.65,72.19,76.7,194168.42666556,2020-12-12,14892718.325248452
1607644800,69.94,75.09,74.71,72.18,325119.55341277,2020-12-11,23467129.36533374
1607558400,73.1,77.64,77.42,74.71,146863.798506,2020-12-10,10972194.386383258
1607472000,72.15,78.24,76.7,77.42,316427.46170733,2020-12-09,24497814.08538149
1607385600,75.5,84.93,83.44,76.7,304628.63425464,2020-12-08,23365016.24733089
1607299200,81.75,86.89,83.58,83.41,215837.83740858,2020-12-07,18003034.018249657
1607212800,80.36,85.26,83.18,83.64,215749.66487477,2020-12-06,18045301.970125765
1607126400,78.7,84.33,79.54,83.21,247022.99514966,2020-12-05,20554783.42640321
1607040000,78.01,89.9,89.04,79.58,418719.14882823,2020-12-04,33321669.86375054
1606953600,85.54,91.35,88.96,89.03,419650.38368676,2020-12-03,37361473.65963224
1606867200,82.79,90.63,85.18,88.99,495212.02530189,2020-12-02,44068918.131615184
1606780800,79.84,93.0,87.69,85.17,1155289.79175242,2020-12-01,98396031.5635536
1606694400,76.75,88.53,79.01,87.66,706120.28824358,2020-11-30,61898504.46743222
1606608000,71.64,81.21,72.75,79.0,466057.04881118,2020-11-29,36818506.85608322
1606521600,68.38,75.0,69.24,72.79,441134.21192161,2020-11-28,32110159.285773993
1606435200,65.28,73.58,71.12,69.2,532935.79664142,2020-11-27,36879157.12758627
1606348800,64.3,83.26,81.7,71.11,988347.77884566,2020-11-26,70281410.55371489
1606262400,77.95,90.74,89.35,81.75,493458.15495534,2020-11-25,40340204.167599045
1606176000,85.84,94.05,89.13,89.34,837367.93829356,2020-11-24,74810451.60714665
1606089600,80.8,90.98,82.95,89.18,720297.63787624,2020-11-23,64236143.34580308
1606003200,78.0,88.0,87.23,82.96,618485.43421601,2020-11-22,51309551.62256019
1605916800,80.54,88.56,82.65,87.13,776409.15818262,2020-11-21,67648529.95245168
1605830400,80.17,85.92,81.61,82.64,627670.97557165,2020-11-20,51870729.42124116
1605744000,71.53,83.5,73.49,81.62,812714.2798768,2020-11-19,66333739.52354442
1605657600,68.34,77.18,76.37,73.48,669396.20993694,2020-11-18,49187233.506166354
1605571200,71.48,77.04,73.82,76.41,608283.05635232,2020-11-17,46478908.33588077
1605484800,62.16,74.65,62.33,73.83,633900.68830653,2020-11-16,46800887.81767111
1605398400,61.08,64.5,63.89,62.37,132175.66639613,2020-11-15,8243796.313126627
1605312000,61.74,66.34,66.01,63.85,172711.38054471,2020-11-14,11027621.647779735
1605225600,60.17,66.66,60.74,66.01,481039.87932094,2020-11-13,31753442.433975253
1605139200,57.7,60.8,59.33,60.74,188590.08229276,2020-11-12,11454961.598462243
1605052800,57.87,60.63,57.99,59.33,199943.29495809,2020-11-11,11862635.689863479
1604966400,57.12,59.63,59.29,57.99,167252.84504751,2020-11-10,9698992.484305104
1604880000,57.45,61.88,60.98,59.25,228954.64363444,2020-11-09,13565562.63534057
1604793600,58.68,62.07,58.97,60.99,146472.86454459,2020-11-08,8933380.008574545
1604707200,56.98,64.87,63.35,58.94,431041.52471115,2020-11-07,25405587.466475178
1604620800,58.73,63.74,59.02,63.29,419560.67088908,2020-11-06,26553994.860569872
1604534400,54.71,59.79,54.77,59.04,273647.72963001,2020-11-05,16156161.957355792
1604448000,51.65,55.34,54.08,54.75,206517.92237682,2020-11-04,11306856.250130896
1604361600,51.25,54.4,53.85,54.02,181262.39153026,2020-11-03,9791794.390464647
1604275200,53.12,56.85,55.67,53.85,160154.91254076,2020-11-02,8624342.040319927
1604188800,54.11,56.2,55.71,55.65,71187.07017078,2020-11-01,3961560.455003907
1604102400,53.65,56.5,54.11,55.68,161337.08481029,2020-10-31,8983248.882236946
1604016000,52.27,55.81,54.93,54.08,166459.43264668,2020-10-30,9002126.117532454
1603929600,53.44,56.55,55.84,54.94,188062.91755927,2020-10-29,10332176.690706292
1603843200,54.71,60.9,57.81,55.84,257032.53810454,2020-10-28,14352696.927757515
1603756800,56.51,59.1,56.83,58.18,173980.76237557,2020-10-27,10122200.755010663
1603670400,55.0,59.35,58.88,56.89,238259.33693771,2020-10-26,13554573.678386321
1603584000,56.56,59.99,59.18,58.85,218143.150177,2020-10-25,12837724.387916451
1603497600,54.91,59.67,55.45,59.21,243362.27597588,2020-10-24,14409480.360531855
1603411200,53.16,57.04,54.42,55.46,254988.04944849,2020-10-23,14141637.222413255
1603324800,53.09,56.32,53.09,54.42,326777.67416153,2020-10-22,17783241.02787046
1603238400,46.9,55.19,46.95,53.13,475278.90353551,2020-10-21,25251568.14484165
1603152000,46.45,48.46,48.01,46.95,87535.07508404,2020-10-20,4109771.775195678
1603065600,46.6,48.48,47.58,48.01,77277.50409606,2020-10-19,3710092.9716518405
1602979200,46.81,47.98,46.93,47.58,45321.78025531,2020-10-18,2156410.30454765
1602892800,46.34,47.67,47.65,46.93,63334.50061677,2020-10-17,2972288.113945016
1602806400,45.64,49.9,49.55,47.64,169332.3780818,2020-10-16,8066994.491816953
1602720000,48.88,50.26,49.81,49.58,76419.28988929,2020-10-15,3788868.3927109977
1602633600,49.29,51.04,49.97,49.84,76591.8499199,2020-10-14,3817337.8000078164
1602547200,48.86,50.72,50.6,49.97,105155.79488403,2020-10-13,5254635.070354979
1602460800,49.29,51.55,50.47,50.61,158153.17687133,2020-10-12,8004132.281458012
1602374400,48.71,51.25,48.86,50.48,93614.45943956,2020-10-11,4725657.912508989
1602288000,47.8,50.48,47.82,48.9,147763.95727087,2020-10-10,7225657.510545543
1602201600,46.61,48.22,47.25,47.82,81771.81643844,2020-10-09,3910328.262086201
1602115200,45.5,47.49,46.56,47.24,93883.49406285,2020-10-08,4435056.259529035
1602028800,45.03,46.92,45.95,46.58,85688.47973596,2020-10-07,3991369.386101017
1601942400,45.55,48.22,46.35,46.0,134792.02685094,2020-10-06,6200433.23514324
1601856000,45.55,47.09,46.68,46.35,56481.82798815,2020-10-05,2617932.7272507525
1601769600,45.31,47.07,45.59,46.71,63279.3282807,2020-10-04,2955777.423991497
1601683200,44.77,46.0,44.94,45.56,60764.30666908,2020-10-03,2768421.811843285
1601596800,43.25,46.96,46.15,44.9,138524.84881147,2020-10-02,6219765.711635003
1601510400,45.28,48.49,46.33,46.16,193121.14288149,2020-10-01,8914471.955409577
1601424000,45.43,46.69,45.67,46.32,64965.81954228,2020-09-30,3009216.7611984094
1601337600,44.95,45.82,45.2,45.69,62480.95831354,2020-09-29,2854754.9853456425
1601251200,44.8,47.13,46.1,45.21,118610.25841464,2020-09-28,5362369.782925875
1601164800,44.6,46.63,46.08,46.07,70381.75989139,2020-09-27,3242487.6781963375
1601078400,45.15,46.56,46.04,46.06,76516.40424506,2020-09-26,3524345.5795274638
1600992000,44.0,46.55,44.94,46.04,120549.61004812,2020-09-25,5550104.046615444
1600905600,42.59,45.23,42.97,44.94,85955.87440661,2020-09-24,3862856.9958330533
1600819200,42.24,45.12,44.49,42.95,96888.68240075,2020-09-23,4161368.9091122127
1600732800,42.77,44.82,43.15,44.49,118743.82272467,2020-09-22,5282912.673020569
1600646400,41.64,47.68,47.1,43.13,227727.68419327,2020-09-21,9821895.019255735
1600560000,46.2,48.52,48.49,47.09,93632.44447626,2020-09-20,4409151.810387084
1600473600,47.98,48.99,48.55,48.48,56194.76243016,2020-09-19,2724322.082614157
1600387200,47.5,49.11,48.88,48.55,102583.85681777,2020-09-18,4980446.248502733
1600300800,47.65,49.62,47.73,48.88,95184.10095997,2020-09-17,4652598.854923334
1600214400,47.0,48.76,48.32,47.74,117954.97407004,2020-09-16,5631170.46210371
1600128000,48.14,50.33,49.08,48.3,139830.52041119,2020-09-15,6753814.135860477
1600041600,47.15,49.66,48.19,49.1,221446.07854631,2020-09-14,10873002.45662382
1599955200,47.31,51.05,50.85,48.18,135220.91970029,2020-09-13,6514943.911159972
1599868800,48.4,51.31,48.99,50.85,123427.37249075,2020-09-12,6276281.891154638
1599782400,47.44,49.4,48.74,48.98,106044.69618162,2020-09-11,5194069.218975748
1599696000,47.81,49.49,47.81,48.71,123417.05048315,2020-09-10,6011644.529034236
1599609600,46.55,48.86,47.47,47.86,118636.19223461,2020-09-09,5677928.160348435
1599523200,46.0,49.36,48.88,47.49,159074.566176,2020-09-08,7554451.14769824
1599436800,45.31,49.16,47.89,48.88,181580.72302902,2020-09-07,8875665.741658498
1599350400,46.3,49.17,47.83,47.94,156230.93393026,2020-09-06,7489710.972616665
1599264000,45.14,51.07,50.76,47.83,334390.52556155,2020-09-05,15993898.837608935
1599177600,46.51,52.43,50.06,50.76,327758.79085871,2020-09-04,16637036.22398812
1599091200,45.14,58.69,58.12,50.07,405821.17981048,2020-09-03,20319466.47311073
1599004800,56.77,63.18,62.66,58.12,261021.89575086,2020-09-02,15170592.581039984
1598918400,59.77,64.38,60.93,62.71,243590.37238101,2020-09-01,15275552.252013138
1598832000,60.59,63.73,62.9,60.93,158964.93459098,2020-08-31,9685733.464628411
1598745600,56.94,62.94,56.94,62.9,205877.39035288,2020-08-30,12949687.853196152
1598659200,56.95,58.2,57.4,56.95,91471.25516673,2020-08-29,5209287.981745274
1598572800,55.34,58.25,56.16,57.4,99285.15621213,2020-08-28,5698967.966576261
1598486400,53.98,59.27,58.09,56.15,177729.68057111,2020-08-27,9979521.564067826
1598400000,57.0,59.13,58.35,58.09,121801.91850844,2020-08-26,7075473.44615528
1598313600,56.63,62.32,62.05,58.38,170447.19342281,2020-08-25,9950707.152023649
1598227200,60.03,62.99,60.61,62.04,143649.87796524,2020-08-24,8912038.42896349
1598140800,58.08,61.61,60.28,60.62,160307.47038685,2020-08-23,9717838.854850847
1598054400,57.75,60.54,59.09,60.28,150189.28633804,2020-08-22,9053410.180457052
1597968000,58.77,63.87,62.82,59.09,253293.77485154,2020-08-21,14967129.155977499
1597881600,61.03,63.71,62.13,62.8,212675.27832847,2020-08-20,13356007.479027916
1597795200,58.76,67.15,65.45,62.12,399762.61609727,2020-08-19,24833253.71196241
1597708800,63.3,68.5,67.29,65.4,459641.26117711,2020-08-18,30060538.480982997
1597622400,61.42,69.0,63.94,67.3,607245.16022831,2020-08-17,40867599.283365265
1597536000,57.64,64.64,59.91,63.91,432590.7969034,2020-08-16,27646877.830096293
1597449600,56.57,60.89,56.84,59.9,358740.07189436,2020-08-15,21488530.306472164
1597363200,55.92,57.92,57.22,56.85,223915.26001336,2020-08-14,12729582.531759517
1597276800,51.89,57.35,54.54,57.18,247877.52059308,2020-08-13,14173636.627512313
1597190400,51.61,55.09,54.1,54.55,186859.8909026,2020-08-12,10193207.04873683
1597104000,52.41,59.7,58.29,54.12,275618.67142667,2020-08-11,14916482.49761138
1597017600,56.57,59.49,57.01,58.28,187943.31960366,2020-08-10,10953336.666501304
1596931200,56.1,58.72,58.46,56.97,118709.29872856,2020-08-09,6762868.748566063
1596844800,56.51,58.61,57.23,58.46,119001.48445355,2020-08-08,6956826.781154533
1596758400,54.76,61.1,59.08,57.25,282108.70523961,2020-08-07,16150723.374967672
1596672000,57.78,60.78,58.94,59.08,206942.35713422,2020-08-06,12226154.459489716
1596585600,56.73,59.92,57.65,58.97,207576.91387004,2020-08-05,12240810.610916259
1596499200,56.33,59.6,58.55,57.65,183754.76070154,2020-08-04,10593461.95444378
1596412800,55.72,60.1,56.8,58.54,268801.25123756,2020-08-03,15735625.247446762
1596326400,52.7,65.31,61.72,56.77,643179.88806517,2020-08-02,36513322.245459706
1596240000,57.64,62.36,58.21,61.72,393363.98160172,2020-08-01,24278424.944458157
1596153600,55.85,59.22,56.84,58.23,215041.08650029,2020-07-31,12521842.466911886
1596067200,53.92,59.14,55.2,56.82,311150.63276624,2020-07-30,17679578.953777757
1595980800,54.77,56.99,55.86,55.2,256964.95440846,2020-07-29,14184465.483346993
1595894400,51.71,57.99,53.39,55.86,565218.61558367,2020-07-28,31573111.866503805
1595808000,46.93,56.27,48.13,53.38,687116.98638302,2020-07-27,36678304.733125605
1595721600,47.64,50.79,49.23,48.14,250162.87842471,2020-07-26,12042840.96736554
1595635200,44.09,49.64,44.18,49.23,417779.65692932,2020-07-25,20567292.51063042
1595548800,44.0,45.02,44.96,44.16,83961.81951495,2020-07-24,3707753.9497801913
1595462400,44.55,45.75,45.06,44.98,159555.06997036,2020-07-23,7176787.0472667925
1595376000,43.22,45.17,43.78,45.02,103094.13507942,2020-07-22,4641297.961275488
1595289600,41.89,44.1,41.93,43.83,143836.76510518,2020-07-21,6304365.4145600395
1595203200,41.45,42.84,42.69,41.97,63463.00403552,2020-07-20,2663542.2793707745
1595116800,41.88,42.92,42.45,42.65,45068.68542218,2020-07-19,1922179.433255977
1595030400,41.75,42.91,41.87,42.47,66946.75004607,2020-07-18,2843228.4744565925
1594944000,41.67,42.46,42.07,41.89,70495.29275715,2020-07-17,2953047.8135970137
1594857600,40.86,43.44,43.29,42.08,176455.46504461,2020-07-16,7425245.9690771885
1594771200,42.84,44.0,43.87,43.3,94270.76316143,2020-07-15,4081924.044889919
1594684800,42.89,44.0,43.84,43.88,97524.78827021,2020-07-14,4279387.709296815
1594598400,42.62,45.55,44.76,43.88,197318.59357955,2020-07-13,8658339.886270655
1594512000,43.76,45.24,44.74,44.71,88298.68388054,2020-07-12,3947834.156298944
1594425600,43.88,44.75,44.33,44.74,54369.82291024,2020-07-11,2432505.8770041377
1594339200,43.44,44.55,44.36,44.32,59555.31504022,2020-07-10,2639491.56258255
1594252800,43.54,45.86,45.39,44.33,143449.73644858,2020-07-09,6359126.8167655505
1594166400,43.11,45.63,43.39,45.4,194183.13418818,2020-07-08,8815914.292143371
1594080000,42.84,44.46,44.05,43.37,96588.8308436,2020-07-07,4189057.5936869313
1593993600,41.53,44.28,41.59,44.03,123371.60286072,2020-07-06,5432051.673957502
1593907200,40.75,42.22,42.14,41.59,48602.14017544,2020-07-05,2021363.0098965496
1593820800,41.08,42.25,41.15,42.15,69557.95126195,2020-07-04,2931867.6456911927
1593734400,40.9,41.69,41.07,41.17,59851.60096156,2020-07-03,2464090.411587425
1593648000,40.32,41.91,41.8,41.08,92590.91961476,2020-07-02,3803634.9777743407
1593561600,40.96,42.02,41.15,41.8,90040.25267324,2020-07-01,3763682.5617414317
1593475200,40.73,42.06,41.88,41.16,87725.66249834,2020-06-30,3610788.2684316738
1593388800,40.57,42.24,41.34,41.87,138471.45770183,2020-06-29,5797799.933975621
1593302400,40.4,42.04,41.03,41.32,76550.14926239,2020-06-28,3163052.1675219545
1593216000,39.18,43.07,43.07,41.04,139851.5090001,2020-06-27,5739505.929364104
1593129600,41.3,43.55,42.31,43.06,105097.47308044,2020-06-26,4525497.190843747
1593043200,41.61,42.96,42.57,42.31,98787.84554209,2020-06-25,4179713.744885828
1592956800,42.0,44.6,44.16,42.57,120432.24493376,2020-06-24,5126800.666830163
1592870400,43.88,44.46,44.36,44.16,66036.12634085,2020-06-23,2916155.3392119356
1592784000,42.91,44.66,42.96,44.3,102659.15830902,2020-06-22,4547800.713089585
1592697600,42.82,43.82,43.61,42.96,30295.32050984,2020-06-21,1301486.9691027263
1592611200,42.23,43.87,42.81,43.56,68715.13921253,2020-06-20,2993231.464097807
1592524800,42.54,43.66,43.39,42.77,70834.9247573,2020-06-19,3029609.7318697213
1592438400,42.81,44.18,44.04,43.4,78430.83285348,2020-06-18,3403898.145841032
1592352000,42.97,45.05,43.89,44.04,94770.68600234,2020-06-17,4173701.011543053
1592265600,43.32,44.21,43.77,43.86,82069.16537146,2020-06-16,3599553.5931922356
1592179200,41.75,44.08,43.96,43.76,157475.41859027,2020-06-15,6891124.317510216
1592092800,43.54,45.08,45.08,43.99,64934.69951803,2020-06-14,2856477.43179814
1592006400,44.27,45.24,44.69,45.07,57037.73182986,2020-06-13,2570690.57357179
1591920000,42.78,45.35,43.18,44.7,128084.83664896,2020-06-12,5725392.198208513
1591833600,42.12,47.0,46.71,43.19,244686.35203563,2020-06-11,10568003.544418858
1591747200,45.64,47.15,45.89,46.71,138941.48696784,2020-06-10,6489956.856267806
1591660800,45.39,46.87,46.5,45.93,109843.80986744,2020-06-09,5045126.187211519
1591574400,45.98,46.76,46.65,46.51,91939.01539587,2020-06-08,4276083.606061913
1591488000,45.1,47.0,46.75,46.64,98604.70198454,2020-06-07,4598923.300558946
1591401600,46.0,47.17,46.76,46.75,68895.56468514,2020-06-06,3220867.6490302947
1591315200,46.45,47.96,47.45,46.76,88149.5213648,2020-06-05,4121871.619018048
1591228800,46.29,48.07,47.19,47.44,127960.25846747,2020-06-04,6070434.661696777
1591142400,45.28,47.44,46.04,47.16,138648.25100665,2020-06-03,6538651.517473614
1591056000,44.52,49.9,48.29,46.03,345204.2123439,2020-06-02,15889749.894189717
1590969600,45.34,48.96,45.54,48.27,200979.36228216,2020-06-01,9701273.817359865
1590883200,45.1,47.81,47.74,45.57,125310.61108743,2020-05-31,5710404.547254185
1590796800,44.12,48.07,44.5,47.75,216888.85363188,2020-05-30,10356442.76092227
1590710400,44.16,45.37,44.76,44.48,94083.82233789,2020-05-29,4184848.417589347
1590624000,43.15,44.88,43.85,44.75,97888.52376408,2020-05-28,4380511.43844258
1590537600,42.23,43.98,42.27,43.87,86956.32239818,2020-05-27,3814773.8636081563
1590451200,41.79,43.07,42.97,42.29,74651.4929374,2020-05-26,3157011.6363226464
1590364800,41.76,43.31,42.08,42.97,81678.15561368,2020-05-25,3509710.34671983
1590278400,42.04,44.56,43.86,42.06,98282.48599049,2020-05-24,4133761.3607600094
1590192000,43.68,44.75,44.25,43.85,50438.27297605,2020-05-23,2211718.269999793
1590105600,42.32,44.68,42.69,44.22,128211.54030337,2020-05-22,5669514.312215021
1590019200,41.53,44.63,44.23,42.68,159270.83651021,2020-05-21,6797679.302255763
1589932800,42.94,46.2,45.77,44.21,180901.18096472,2020-05-20,7997641.210450271
1589846400,44.07,45.86,45.32,45.76,132536.74382185,2020-05-19,6064881.397287855
1589760000,43.64,47.5,43.66,45.32,353209.40697848,2020-05-18,16007450.324264713
1589673600,43.08,44.5,43.21,43.7,119367.86305995,2020-05-17,5216375.615719816
1589587200,42.5,43.88,42.7,43.27,88025.82432655,2020-05-16,3808877.418609819
1589500800,41.89,44.16,44.01,42.7,155228.8275706,2020-05-15,6628270.93726462
1589414400,42.28,44.42,43.27,44.02,162135.91610805,2020-05-14,7137223.027076362
1589328000,41.99,43.82,42.23,43.26,132447.47637696,2020-05-13,5729677.828067289
1589241600,41.31,42.87,41.5,42.26,143902.57982042,2020-05-12,6081323.023210949
1589155200,39.34,43.14,42.1,41.52,281292.33084005,2020-05-11,11679257.576478878
1589068800,39.98,47.0,46.95,42.15,484171.80872952,2020-05-10,20407841.737949267
1588982400,46.66,49.12,47.73,46.94,232097.73092766,2020-05-09,10894667.48974436
1588896000,46.4,48.5,47.43,47.74,237192.90734679,2020-05-08,11323589.396735754
1588809600,44.5,48.25,45.04,47.46,240753.29452893,2020-05-07,11426151.358343018
1588723200,44.47,47.64,46.62,45.06,172293.22309713,2020-05-06,7763532.632756677
1588636800,45.79,47.84,47.07,46.58,124117.70076311,2020-05-05,5781402.501545664
1588550400,45.26,48.27,48.16,47.07,205771.88311552,2020-05-04,9685682.538247526
1588464000,46.71,49.99,49.26,48.15,170361.07436819,2020-05-03,8202885.730828348
1588377600,46.79,49.64,47.11,49.26,146295.03624369,2020-05-02,7206493.485364169
1588291200,46.36,48.36,46.39,47.11,145467.33322019,2020-05-01,6852966.068003151
1588204800,45.78,50.96,48.86,46.39,469948.73458496,2020-04-30,21800921.797396295
1588118400,45.65,50.19,45.79,48.85,433999.85075309,2020-04-29,21200892.709288448
1588032000,43.5,46.22,44.53,45.8,154106.2439051,2020-04-28,7058065.97085358
1587945600,43.19,45.28,44.64,44.53,156879.50413573,2020-04-27,6985844.319164057
1587859200,43.76,45.39,44.4,44.63,124959.60161551,2020-04-26,5576947.020100212
1587772800,43.9,45.6,44.55,44.41,162978.76091284,2020-04-25,7237886.772139223
1587686400,42.89,44.99,42.99,44.56,202913.91346037,2020-04-24,9041843.983794088
1587600000,41.03,43.97,41.87,43.0,220095.78865154,2020-04-23,9464118.91201622
1587513600,40.33,42.38,40.69,41.88,113064.18579238,2020-04-22,4735128.100984874
1587427200,40.15,41.4,40.26,40.7,137212.33013393,2020-04-21,5584541.836450951
1587340800,39.53,43.33,42.3,40.27,208215.01525198,2020-04-20,8384818.664197234
1587254400,41.56,44.39,44.22,42.28,157063.20997163,2020-04-19,6640632.517600517
1587168000,42.08,44.51,42.26,44.2,154548.08863536,2020-04-18,6831025.517682913
1587081600,41.66,43.09,42.6,42.21,103965.61456409,2020-04-17,4388388.590750239
1586995200,38.0,43.75,39.3,42.6,344240.67029713,2020-04-16,14664652.554657739
1586908800,39.12,41.8,41.22,39.3,161434.87112467,2020-04-15,6344390.435199531
1586822400,40.52,41.96,41.37,41.22,121272.56942758,2020-04-14,4998855.311804848
1586736000,39.5,42.0,42.0,41.37,252257.91858691,2020-04-13,10435910.091940466
1586649600,41.9,43.75,42.6,42.04,157019.84946749,2020-04-12,6601114.4716132805
1586563200,41.51,43.24,42.37,42.61,134221.15836547,2020-04-11,5719163.557952677
1586476800,40.93,46.45,46.29,42.36,310086.06787075,2020-04-10,13135245.835004969
1586390400,44.67,46.92,46.59,46.29,168911.20278432,2020-04-09,7818899.576886172
1586304000,44.27,47.25,44.77,46.58,215204.11797405,2020-04-08,10024207.815231249
1586217600,43.63,47.69,45.12,44.8,369765.42416411,2020-04-07,16565491.002552126
1586131200,40.37,45.15,40.37,45.12,306101.80165043,2020-04-06,13811313.290467402
1586044800,39.95,41.11,40.82,40.38,101091.20280079,2020-04-05,4082062.7690959
1585958400,39.95,41.23,40.49,40.85,116122.52421151,2020-04-04,4743605.114040184
1585872000,39.54,41.51,39.92,40.54,146916.77579923,2020-04-03,5956006.090900784
1585785600,39.01,43.0,39.33,39.97,253540.23707943,2020-04-02,10134003.276064817
1585699200,37.17,39.5,39.2,39.33,137571.3019552,2020-04-01,5410679.305898016
1585612800,38.38,39.41,38.99,39.15,90366.03732699,2020-03-31,3537830.3613516586
1585526400,37.1,39.79,37.1,38.99,153320.99136908,2020-03-30,5977985.45348043
1585440000,37.01,39.19,38.93,37.11,128864.50782672,2020-03-29,4782161.885449579
1585353600,36.57,39.51,38.17,38.91,267051.30087453,2020-03-28,10390966.11702796
1585267200,37.94,41.43,40.6,38.15,249311.2201489,2020-03-27,9511223.048680535
1585180800,38.54,40.66,39.29,40.59,195149.94395814,2020-03-26,7921136.225260903
1585094400,38.24,41.21,40.71,39.25,246537.26984675,2020-03-25,9676587.841484938
1585008000,38.39,41.05,39.11,40.7,269331.93957383,2020-03-24,10961809.940654881
1584921600,34.51,40.14,35.44,39.12,401153.33829773,2020-03-23,15693118.594207197
1584835200,34.85,39.71,38.39,35.45,331013.48690719,2020-03-22,11734428.110859886
